owncloud_issue_id,owncloud_issue_text,owncloud_issue_body,owncloud_create_time,distance,nextcloud_review_id,nextcloud_review_text,nextcloud_create_time,bug 1,bug 2,Ô­150Ìõ,,,
16258923,Modify password of an existing account with long press in the list of accounts,,2013/7/2 11:09,0.8941,gp:AOqpTOGHaTJfU0JNb6Iu3gUbWHv5oBYSBTP1svf_Ho6Vw3SiNSqfsj-WipgCGElaHWlr4Rp5R7nAB6e9l3an-Jw,"Seeminglt after a password change on the web version of Nextcloud, you cant re-login / update the password... Meaning you are forced to add a ""new account"". Resulting the current upload queue not to run. Numerous reports about this matter on GitHub! Next to this the app has not an option to sync the gallery with nextcloud which are missing nor does it have an option to sync all images (like the iOS app has) ... -3",2019/7/29 22:07,,,,,,
38836735,Sync Local File Directory AND Remote Directory together,"This is more of a feature than an issue, but it could be of some relevance to the automatic photo/video uploader. 

There needs to be a way where we can select a local directory and a remote directroy so that they can be synced either both ways, or just to the remote/local folder (a bit like FolderSync) since if the app wasn't running, then not all my photos/videos would be uploaded and since the app doesn't search for any new media, then they won't be uploaded to the server.

It'd be great if this was up in the high priority list, but I know that there may be higher priorities already queued up.
",2014/7/27 10:56,0.89,gp:AOqpTOHUsO4mYFn7ysoQ_6IeHUtsWM993TcSerJGOqDQegz3yV5bj_t3A2Nb0cP9RAgUFrENPv_Tdyjm1q0TZNc,Server setup is a nightmare for the average user. The android app doesn't auto sync existing files. The desktop app struggles with specific file names. Self managed cloud is great but has a long way to go...,2019/6/10 2:59,,,,,,
115558668,When viewing the downloaded original with the app it seems to show less details then viewing the same picture with another  app,"I was really trying to make sure it is not an illusion, but I can confirm it now. When I view the original in OC app it has fewer details (and also allows less zooming in) then QuickPic on the very same picture.

It there any technical reason for this behaviour? I was using the app on my tablet with android 4.1.1.

Please, let me know if I can provide other information that would be useful to You.
",2015/11/6 18:14,0.8969,gp:AOqpTOE0BsPoE2NkXy5PqjXrzu2DUb3oz_V33o-EyFHff24itYY0YR3IMfEtamlQHHIC5byoWbv9LSNej_MIXYI,"Great product -- though the web version using Firefox works better than the whole app for simple things like creating/renaming folder or uploading pictured for me. In the app it almost always loops infinitely in a wait status. This has been like this for months, if not years. Android9/Pixel2.",2019/5/29 16:45,,,,,,
16215375,Change Instant upload Location,"I tried to search for this, and hope this isn't a repeat issue. I was wondering if it would be possible to change or upon initial set-up to pick where your instant uploads go. I am running ownCloud and mounting an SMB share so I can have access to all my files on my file server. If I could have the ownCloud android app save my instant uploads to that SMB share, that would be amazing! That way I could centralize everything and not have to move things later.
ownCloud has made it possible for me to start getting rid of my dropbox. You guys are awesome.
",2013/7/1 13:59,0.9059,gp:AOqpTOHCC0dnNL_Bro2NI-4X3t_TFKIKo6irxDo61oQHTbtkfHowSbySLd-PUKz_BhPdUc6GXR0BVI_wzDOT_WM,With the latest update to the app auto upload fails to work.,2019/4/23 16:28,,,,,,
20167730,Android app don't login (IMAP user backend),"Hi, i'm running owncloud 5.0.11 with IMAP user backend. Login over web browser (on PC and Android), CalDAV on Android  works fine.
But ownCloud app do not login, it print ""Wrong username or password"".
When i use account from internal database (admin account) it login and synchronize  successfully.

android app version 1.4.5
",2013/9/27 12:30,0.9229,gp:AOqpTOHlOuYYKKfW890IooqItA9xUNj-jE0pW7YFzcw2o54uM-9Rf6E-CqSefgpmTWU3avVNAl2WonLlYTFn_Iw,Why I CAN login in my nextclowd from the phone's browser and this app is still asking and asking and asking me for password to login in app?? Why? What's wrong????,2019/4/7 1:32,,,,,,
49685275,"Revert ""Add ""select all"" option to photo (or other) upload screen""","Reverts owncloud/android#669
",2014/11/21 11:18,0.914,gp:AOqpTOF7K1Bid-C4CsxLZ6tNpyPjXjDm2xEPukpPP1PtNhxEk9AV46CtIFUnnXY8s80juZ-bgSCeTPQy8h-ePCs,"Not working for me, I can log, manual upload but if I want tu upload more then 10 photos, after a few stops uploading them. Auto upload is not working as well. I disable battery performance, I added all the permissions, etc. I am on android 9.",2019/4/3 9:01,,,,,,
51176609,Share a picture folder inside the phone gallery,"That would be awesome. At the moment I cannot put a picture from owncloud inside a gallery on my android.

Android supports multiple galleries so I think why not have a feature to make any picture folder from owncloud appear in the android gallery?

This will make it much easier to integrate pictures into apps, i.E. setting a wallpaper for the texting (SMS) app.
",2014/12/6 8:58,0.9101,gp:AOqpTOHTEnfdMKp_VhJLHrLGAb_uB7ipWtX6q6lCrf0odV3rO6zzxTqfdXWPewBPlccjpj8o3NcV2yVmzrlAZKY,"nothing happens on my note 9, after choosing the pictures from local phone folder and remote folder to upload to.",2019/3/20 15:01,,,,,,
10923345,add handling for failed uploads,"- extend existing FileUpload, so we can handle failed-instand-upload later
- add new Activity InstantUploadActivity to handle failed-instand-upload 
- new Activity InstantUploadActivity can be started in two ways:
   -touch to the 'Faild Upload Notification'
   -submenue underneath the upload menue  
",2013/2/12 20:13,0.9056,gp:AOqpTOFINyLefUIPAww64SAU4lUMp17SN7P7dEolH_p6uLlSK6aiffjBIWMMWOdFjvVYCjomSQEmyXps71I_6r4,"even when disabling ALL automatic uploads, it still tries to upload files.",2019/3/10 8:17,,,,,,
381102494,Lost authentication with app password,"### Actual behaviour
Authentication info lost. App says authentication failed.
Need to login again.

### Expected behaviour
Never lose auth info.
 
### Steps to reproduce
Not reproducible accurately, happened by chance.

Android app is configured to connect using an app password that was manually generated on the server.

Here is what I was doing:
- edited file ""pomodoro.md"" on Monday 12th November between 11-12 AM CEST, not sure if I was online
- later that day I noticed the conflict and told it to create two files
- the next day I solved the conflict with the desktop client and the mobile app just synced it down
```
x.x.x.x - vincent - [12/Nov/2018:18:28:39 +0100] ""DELETE /remote.php/dav/files/vincent/clientsync/work/pomodoro%20(2).md HTTP/1.1"" 204 - ""-"" ""Mozilla/5.0 (Linux) mirall/2.5
.0""
x.x.x.x - vincent - [12/Nov/2018:19:26:24 +0100] ""PROPFIND /remote.php/dav/files/vincent/clientsync/work/pomodoro.md HTTP/1.1"" 207 895 ""-"" ""Mozilla/5.0 (Android) ownCloud-a
ndroid/2.9.1""
x.x.x.x - vincent - [12/Nov/2018:19:26:25 +0100] ""GET /remote.php/dav/files/vincent/clientsync/work/pomodoro.md HTTP/1.1"" 200 2739 ""-"" ""Mozilla/5.0 (Android) ownCloud-andro
id/2.9.1""
```
- later on the mobile app told me again about a conflict, not sure why. I simply told it to use the server version (IIRC it was on Wednesday 14th)
- on Wednesday evening around 11 PM I noticed that the Android app was not able to authenticate any more

### Environment data
Android version: 9

Device model: Nokia 6.1 (2018) TA-1043

Stock or customized system: stock

ownCloud app version: 2.9.1

ownCloud server version: 10.0.10

### More information

There are two tokens involved:
- ""408c3ef82e3450d5791bd570199c3b1c0d68a5a1459df4fc574f7dc4d90ec001113d254a3d1d807f2251bc2c5d52f1d939a64709bacfdb52b9fac41386502e0d"" is the token associated to the app password which I called ""nokia-oc"" in the server
- ""4b72207608f411692af037fe9bc8bb767c59216f495e3ff20e6689055ed3f7c7a05e9a4f37731f3fe1218a850ee31081fdab4fb5ff08c99fe8c96ebed84b4c63"" is another mysterious token.

Around the time where the auth seem to have dissapeared, the log looks like this:
```
{""reqId"":""0abb7fc5-f3ac-4a27-8d86-db87a261599a"",""level"":0,""time"":""2018-11-14T15:07:52+00:00"",""remoteAddr"":""77.190.150.229"",""user"":""--"",""app"":""OC\\User\\Session::checkTokenCredentials"",""method"":""PROPFIND"",""url"":""\/remote.php\/dav\/files\/vincent\/clientsync\/work\/pomodoro.md"",""message"":""checking credentials for token 408c3ef82e3450d5791bd570199c3b1c0d68a5a1459df4fc574f7dc4d90ec001113d254a3d1d807f2251bc2c5d52f1d939a64709bacfdb52b9fac41386502e0d with token id 96027, last check at 1542205654 was more than 5 min ago""}
{""reqId"":""0abb7fc5-f3ac-4a27-8d86-db87a261599a"",""level"":0,""time"":""2018-11-14T15:07:52+00:00"",""remoteAddr"":""77.190.150.229"",""user"":""--"",""app"":""OC\\Authentication\\Token\\DefaultTokenProvider::updateToken"",""method"":""PROPFIND"",""url"":""\/remote.php\/dav\/files\/vincent\/clientsync\/work\/pomodoro.md"",""message"":""updating token 96027, last check is now 1542208072""}
{""reqId"":""0abb7fc5-f3ac-4a27-8d86-db87a261599a"",""level"":0,""time"":""2018-11-14T15:07:52+00:00"",""remoteAddr"":""77.190.150.229"",""user"":""--"",""app"":""OC\\Authentication\\Token\\DefaultTokenProvider::updateTokenActivity"",""method"":""PROPFIND"",""url"":""\/remote.php\/dav\/files\/vincent\/clientsync\/work\/pomodoro.md"",""message"":""updating activity of token 96027 to 1542208072""}
{""reqId"":""24182fbb-9109-41d9-99d6-b2e60c689c52"",""level"":0,""time"":""2018-11-14T15:07:53+00:00"",""remoteAddr"":""77.190.150.229"",""user"":""--"",""app"":""OC\\Authentication\\Token\\DefaultTokenProvider::getToken"",""method"":""PROPFIND"",""url"":""\/remote.php\/dav\/files\/vincent\/clientsync\/work\/pomodoro.md"",""message"":""token 4b72207608f411692af037fe9bc8bb767c59216f495e3ff20e6689055ed3f7c7a05e9a4f37731f3fe1218a850ee31081fdab4fb5ff08c99fe8c96ebed84b4c63 does not exist""}
```

and matching access log entries:
```
x.x.x.x - vincent - [14/Nov/2018:16:07:52 +0100] ""PROPFIND /remote.php/dav/files/vincent/clientsync/work/pomodoro.md HTTP/1.1"" 207 895 ""-"" ""Mozilla/5.0 (Android) ownCloud-android/2.9.1""
x.x.x.x - vincent - [14/Nov/2018:16:07:53 +0100] ""PROPFIND /remote.php/dav/files/vincent/clientsync/work/pomodoro.md HTTP/1.1"" 401 270 ""-"" ""Mozilla/5.0 (Android) ownCloud-android/2.9.1""
```

It looks like during normal operation, the Android client will use the correct token ""nokia-oc"" when connecting to the server. We can see that it was able to PROPFIND the ""pomodoro.md"" file with success.
However, for some strange reason, the above request is followed by another PROPFIND that uses the ""mysterious token"" instead and receives a 401 error.

The ""mysterious token"" stopped existing on the server already since October, more than a month ago:
```
{""reqId"":""r.=VqbU=DSt9rR2B\/akiPeRk"",""level"":0,""time"":""2018-10-19T11:41:50+00:00"",""remoteAddr"":""2.247.253.227"",""user"":""--"",""app"":""OC\\Authentication\\Token\\DefaultTokenProvider::getToken"",""method"":""PROPFIND"",""url"":""\/remote.php\/dav\/files\/vincent\/clientsync\/"",""message"":""token d745719c898742aef10b97962154ad2258285efd9ddb5d42947dec3391d4171b2f1f7554bf73df3a9f959397aa7b2fa816fc5cb618748700490546aa9e9c7468 does not exist""}
```

So to me it looks like the Android client somehow still remembers that old token and here decided to use it again. Due to the 401 failure, it interpreted this as a ""total auth failure"".

When attempting to repeat the auth, it now continues to use the ""mysterious token"" instead of ""nokia-oc"".

I'm not sure whether this is related to the conflict situation or not. Maybe inspect the code paths related to conflict requests and see if it's using the right token. Also not clear why it would switch back to this old token.

Is there a way to inspect the app's internal database to see if this token was still stored somewhere ?
Sadly I now reconfigured the account by entering a new app password, so not sure if there is any info to recover for debugging.

Also, interestingly, now that the app can connect again, it once again tells me about conflicts on the ""pomodoro.md"" file... there could be another bug there.

@jesmrec ",2018/11/15 10:44,0.8907,gp:AOqpTOHpmf9xj26zqfArIuUc8AcGOX3nQT5EZyCDCnj8KRZu7owmVDBWrg7V9WOUQhdL8ZviwCWINYMjYzgeZVY,worked nicely until the most recent update which caused the authentication to fail. it wouldn't let me remove my account or anything so I had to reinstall the app.,2019/2/17 14:26,,,,,,
1078851725,The upgrade to scoped storage broke uploading of edited files,"After switching to scoped storage (release 2.19.0), when files are edited locally they are not synced back to the server.

Steps to reproduce:

1. Create an OpenDocument file on the ownCloud server.
2. Set the file to be offline in the ownCloud client.
3. Install the Collabora OpenOffice Android app if it isn't already installed.
4. Tap on the OpenDocument file in the ownCloud client.  Select Collabora from the suggested list of apps to open the file.
5. Edit the file and save it.
6. ownCloud will not upload the edits to the server.  Pulling down to refresh also does not initiate a transfer.
7. Opening the file again shows that the edits were saved, indicating that the updated file exists locally.

This functionality used to work with prior versions of ownCloud, and there is nothing inherent in scoped storage and the Storage Access Framework that should prevent this from working now.  Rather, it probably represents an unintended bug introduced in the refactoring of the code for scoped storage that now no longer checks for uploading modified files.",2021/12/13 18:32,0.8978,gp:AOqpTOFjERRQtki3opkJNp_N43MTBa8wczgccFc-hq8T6uLCS8Uttvrfd2xLtdu7ULzHS6i8gJBtalHDstN8GmQ,"Autoupload. Does. Not. Work. Not only, uploading photos via sharing function creates unwanted local folders and duplicate files, wasting memory space.",2019/2/16 7:57,,,,,,
17005639,Android and iPad client still show deleted files ,"### Expected behaviour

The Owncloud file client on Android and iPad doesn't show files, that were deleted on the server before.
### Actual behaviour

The Owncloud file client on Android and iPad shows the last file, that was deleted on the server before. Trying to access that file from the Android/iPad client results in an error message, that either the file is broken or doesn't exist.
It works after a while and I assume, because I closed and reopened the ownCloud site in my browser on the server.
### Steps to reproduce
1. On the server delete some files in the browser.
2. In the Android or iPad ownCloud client hit 'Refresh'
### Server configuration

MAMP-Stack from week 29/2013.
Operating system: OSX 10.6.8
Web server: Apache/2.2.23 (Unix) mod_ssl/2.2.23 OpenSSL/0.9.8x DAV/2 PHP/5.4.10 
Database: SQLite
PHP version: 5.4.10
ownCloud version: 4.5.13

Browser: Firefox 22.0
Operating system: OSX 10.6.8
### Client configuration

Android: 2.2
Latest ownCloud client

iPad: iOS 6.1.3
Latest ownCloud client
",2013/7/20 12:03,0.8902,gp:AOqpTOFhkcDNDtq6Xw8mLNR6wlHyaHca1spirTVs-fp-sIzZ41zMcBGwSppdEMtqUpGGkWPakFUoDTOlztgSxKE,"The app is very user friendly. However, it has some bugs. Auto Upload doesn't not work. Fails to upload any files from selected folder.",2019/2/6 2:52,,,,,,
78961300,MATERIAL DESIGN: As an OC user I want that the new list & grid components from Material Design replace the current so that performance is improved in folders with hundreds of files & images,"Google states that the new elements for lists and grid view included in the Android Support Library help to improve the performance of lists and grids with tons of elements. I couldn't check it, but it's obvious they _enforce_ the recycling of views instead of simply allowing the option to do it (or the option to forget to do it and have problems; see #955 fixing it). If there is also a better recycling policy behind, we will only notice it by start using them.

Nevertheless, there are other important reasons to embrace this change:
- The GridView widget currently in use is a mess; it's not fully implemented in all the Android versions (even in different 4,x versions). This fact already caused crashes in the past, and is still enforcing some undesired graphical effect in older 4.x devices (my lips are sealed). Using the new Grid element in Android Support Library we will have a single and complete implementation for all our grids.
- Both components are needed if we want to take advantage of new elements for cool animations in Material Design. 

Sure of interest for @tobiasKaminsky , @jancborchardt , and everybody is welcome.

Just please, remember, that #692  should be done first (or at least the part of the build target).

---
# Details
## Branch

Implementation will be done on feature branch https://github.com/owncloud/android/tree/984_recycler_view
## Issues

Issues referenced/mentioned in this issue and their current status:
- [x] #955 - MERGED - HOTFIX: prevent OOM when scrolling Thumbnails
- [x] #692 - MERGED - Update to Material design: add OC THEME based on Material Design THEME
- [x] #1090 - MERGED - Material buttons and checkboxes
- [x] #1076 - MERGED - Material Design
- [x] #1100 - MERGED - Material FAB with speed dial implementation
- [x] #1473 - MERGED - Move to compile target Marshmallow (Android 6 - v23) - rebased without FAB
- [x] #1559 - TO-REVIEW - Toolbar, new Drawer and new Account Manager
## TODOs
- [x] Bump support lib to latest version - #1557 
- [ ] Add recycler view dependency for gradle and ant
- [ ] implement recycler view for list and grid
",2015/5/21 11:52,0.9031,gp:AOqpTOF54_6rnmpLvRTQqPxw2q9ALWai6ZLxckGoByV6PfCSUKMPj7P2--j027ygPNEK6tYa_jIE8fa4VuKjiy8,Works great. Would suggest a change to the gallery tab to utilize a folder structure instead of loading every image. For a large number of images this takes forever to load and has no discernable structure.,2018/12/26 16:35,,,,,,
8087464,Configure download folder (external_sd),"At the moment with version 1.3.12 on Android 2.3.6 the ownCloud  client seems to sync with a hardcoded folder at /sdcard/owncloud.

On my phone /sdcard points to the internal memory of the phone, which is quiet small.

Please add an option to set the syncing target directory in the client.
",2012/11/4 10:32,0.8976,gp:AOqpTOFVKl-ePO772nRYkqUbDU_tbqt_22RSWZkoBAyE9yTKG3efOGzjkX0AHAh3DZAYTEe5XJj8LdsO4t9VwYM,"user interface hard to figure out. It lacks basic functionality or is it just hidden by ui? Look at FolderSync Pro as a good example. Unlike this app, I can configure source and destination folder paths. Unfortunately, FolderSync no longer works since I updated Nextcloud server.",2018/12/18 21:39,,,,,,
17775002,Dataloss when uploading pictures.,"IÂ´ve noticed that sometimes I only get half the picture when the picuters I take on my phone (via the android app) in ""instantupload"". I get half of the picture, the other half is grey, sometimes itÂ´s just a third of the picture and so on.

Expected behavior:

Pictures should not be gray or blurry with different colors
Data loss should not happen

Actual Behavior:
Pictures become gray
Pictures have data loss

Steps to reproduce:
Take several pictures with the mobile app
Let them be uploaded
Take a look at them

OC version: 5.0.9
Android version: 4.2.2
Phone model: Samsung GT-9305 & GT-9500
Server: Ubuntu Server 12.04.2 LTS
OC Android app: 1.4.4
Mobile internet: up to 40 MBit/s (4G) (Normally around 25 MBit/s)

This is not happening always, but sometimes. Would be nice if it didnÂ´t happen at all!

Thanks!
",2013/8/7 21:25,0.9107,gp:AOqpTOHg7QH7tsshO3yTRGA-3xW5_OVjsAxrIrKUsh6YqBMzkr3vVD8FYH0oSfG0RuKA24dLGaCnjVf74xhylTI,Does not incorporate all the functionality of Nextcloud. Only good for uploading files,2018/12/17 19:06,,,,,,
143812805,Upload files: automatically create thumbnail,"When uploading an image the app should automatically generate a thumbnail.
This enhances the UX as the app has only to generate thumbnails for files on the server when entering a folder.
",2016/3/27 14:16,0.9008,gp:AOqpTOErGoneMmSkhMNrFrXEzTWn1hUe8Nh6WdJE4-OA-4PSLwWiqSGWCYz1HsdGE77TuqTB1EqEa6uqy_nRg0Y,"Auto upload very unreliable. Sometimes files get uploaded, sometimes not. Dropbox never has problems like that.",2018/12/9 5:49,,,,,,
268651562,Unable to build app on android studio,"### Actual behaviour
Unable to build the app on Android Studio

### Expected behaviour
There should be no error while building the app
 
### Steps to reproduce
1. Import the project in android studio

**Screenshot of the issue**

<img width=""1401"" alt=""screen shot 2017-10-26 at 12 35 39 pm"" src=""https://user-images.githubusercontent.com/22047421/32039155-aa27da38-ba4a-11e7-88b0-802f64ffcdf4.png"">

",2017/10/26 7:11,0.8938,gp:AOqpTOEbUhroariNN4pRJdpjpOyGhcsUTw8zA0qGHWcMCKPHd-z0QFLxADvLB00NpJDj4PMAS5M5FVQ21o6Q4EM,Works perfectly. Active developer and community working on improving the app.,2018/10/23 17:21,,,,,,
185665264,Login Test Suite Espresso,"UI testing suite on the Â´AuthenticatorActivityÂ´ activity to check the login feature.

Included:
- Positive and negative test cases. 
- Checks in both orientations 
- Accounts Manager: to add/remove ownCloud accounts from device.

To do:
- SAML Servers

",2016/10/27 13:15,0.8986,gp:AOqpTOE8CGEncAnRcq_TmyubSP_ufCTpC9M6qRGsEbEvP6FQIk5ISiLRqUyGc71qI1pFjZ1e87FSv_uVUfk3s6c,"Trying to login... simulator. My other 3 computers work fine, just not this app.",2018/9/29 2:08,,,,,,
49505436,Allow to change InstantUpload folder name/path from settings,"Could be very useful to allow users define custom ""/InstantUpload"" folder for photos and videos. I mean, I prefer to have uploaded media to ""/Personal/Camera"" instead of default folder. It shouldn't be so difficult to implement, shoud it be?
",2014/11/20 7:39,0.9111,gp:AOqpTOE2JRah8WlTAy6IsE-ndcZ9oYbjruaxcTPPTebBNOpuoVFJtywCboahi1p7hyr1uWW45xw0zMshbw1G7sk,Would be nice with a universal sort option instead of having to set sort for each folder. Favorites doesn't work proparly. No support for apps. App crashes upon opening txt files.,2018/9/20 9:37,,,,,,
8433363,feature request: exclude certain directories from syncing/indexing,"I have a folder in my owncloud account that contains several 100 GBs of video files. As I quite surely never will need them on my mobile phone and they make the indexing of the whole folder structure a quite lengthy process it would be nice to tell the app to exclude some folders from syncing or indexing.

This could maybe be achieved similar to the way which k9mail goes: there one can set folders as main folders that are automatically synced with every sync process and other folders, where only the folder structure itself is indexed. If you enter one of the latter folders theres a button that lets one load the content of the folder if needed.

By this one could restrict the folders that one needs to be synced or indexed on the mobile phone and therefore keep syncing/indexing times short and battery saving.
",2012/11/16 22:02,0.8954,gp:AOqpTOFhhTuBBnmwahISZYtWIK2WM3cHaBQLWQJhb-s9dL0vPndeBVztC4kAMV1h3uahoCcb4UUDGEOAWFagKAg,Kind of useful. The directory sync feature missing is the only real issue.,2018/9/6 14:49,,,,,,
28747923,S4 and App for OwnCloud blank screen after login,"Dear reader,

i searched the forums and found similar problems but no real fix for it.
I have a Galaxy S4 and Owncloud installed on Linux. The owncloud is functioning fine, i can login with the App on Samsung S3, S2 and Webdav on win7 and with webbrowsers.
So the problems doesnt seem to be in the server but on the S4. The S4 has Android version 4.3 on it. What happens is, as soon as i open the App (after i put in the server and password) a blank screen comes with the little Cloud in the Top and thats it. After that it does nothing. Does anyone has any ideas on how to fix this ? Thank you very much for your response in advance. 
And i already tried de-install and re-install etc.

P.
",2014/3/4 22:37,0.931,gp:AOqpTOGcyVzsCxdMMmUdSsQMQkwKURejyzu0lbqeYZKXDMO6Bp3gfks17WfFk545M6IyttjksBZBqcbRmr76T9c,"Not happy with it, try to login and immediately get sent back to login screen",2018/8/30 20:26,,,,,,
15736735,Fixed contradicted messages in login view,,2013/6/19 10:16,0.9195,gp:AOqpTOHJO170Rq_JhtValnYXjZWSLz0gq0FnYmlJPKAZz7WBURabzp-xuH4QyZJP2lGdY2xoq4BSfg2I2uOMHrE,"Useless, login loop won't let me access my files. Fix this!",2018/8/6 2:21,,,,,,
141068800,"Upload via ""share with owncloud"" from third party app does not work","Open third party app (e.g. Gallery), open file/photo, choose ""Share with"" ... ownCloud. Nothing happens. 

Logcat:

```
03-15 19:59:58.482 4911-4911/com.owncloud.android D/Uploader: Uploading file to dir /InstantUpload/
03-15 19:59:58.652 4911-4911/com.owncloud.android D/Uploader: onPause() ending
03-15 19:59:59.203 4911-4911/com.owncloud.android D/Uploader: onStop() ending
03-15 19:59:59.213 4911-4911/com.owncloud.android D/Uploader: onDestroy() ending
03-15 19:59:59.223 4911-4911/com.owncloud.android V/OperationsService: Destroying service
```
",2016/3/15 19:01,0.8941,gp:AOqpTOG5bTHmrZNcH_khSUDUTRGc4_2sLTabV25ZlH4j1nwuUQ4kxvafb7kqEZw00a2hj7A4jg0Sa25mQGptcZs,"Auto upload does not work reliably. This is the main reason to have this 
app on your phone.",2018/8/1 21:42,,,,,,
18844445,WiFi login page causes Android client to fail silently,"I am using my own installation of OwnCloud 5.0.10, and the Android client 1.4.4.

My WiFi network at work redirects all traffic to a login page. Once you've logged in it remembers your device (presumably by MAC address?) and stops redirecting traffic.

If I attempt to browse my server using the Android client before I log in, no error is displayed. Instead, I'm presented with an empty / folder.

If I exit the client, browse to a website, log in to WiFi, then return to the client, then I can see my files.

I'd expect that if the client receives a nonsensical response (e.g. a WiFi login page) it'd display some sort of error message instead of just an empty file list.
",2013/9/1 23:36,0.915,gp:AOqpTOGtC8zsiTmZOODNSPunK9ltYP3iZN0JxbN5mZs12hNuKphLuAppAuqSejVTReiNOgzZAn9CBpYJeX3vBzI,"I have used nextcloud for years. This version sends me back to login screen 
every few seconds. Same as other users have experienced. I can log in no 
problem with iOS version and directly through a web browser. Very annoying.",2018/7/23 9:56,,,,,,
74992249,Share as .. copy link to clipboard automatically,"Hi!

I often want to share something from my Android and then copy&paste link to some IM to friends.

Now I have to:
1. Open the thing I want to share and touch to share via OwnCloud
2. Look up the directory in which I want to upload it
3. Open OwnCloud app, browse to that directory and open uploaded file and get shareable link
4. Paste to IM

It would be really great to have option to directly share something to predefined directory and shareable public link will be added to clipboard automatically. So there will be another ""OwnCloud share link"" option in Share via menu.

What do you think?
",2015/5/10 20:12,0.8971,gp:AOqpTOEYvaCvN8e34oUGzkLf-0B5PRg2oSyToN-DkM2AjAF2QC_cPoT9SzHcPch40783hRvkiZTT-E0JeYqvqPw,"Unusable piece of junk. Keeps switching to login screen after logging in. 
Unusable in any form. Owncloud works fine",2018/7/14 8:33,,,,,,
12052850,Fixed instant upload for photos,"Listened for wrong broadcast action. should be:
http://developer.android.com/reference/android/hardware/Camera.html#ACTION_NEW_PICTURE

Requires SDK 14
",2013/3/15 7:41,0.9097,gp:AOqpTOEae830J6NVpbAJfIqNcs_YlJ3Uign27jRDVNrh9Ua9f8QRymdBF9qQFw2gl9sxAoJKfXcSlt24sPMiXp4,"Auto upload is not reliable and often will not work, without telling you. 
Photo previews will often not show up in directories or at all when you 
click on an image (without downloading).",2018/7/10 3:10,,,,,,
34941953,[1.5.7] Automatic upload over Wi-FI jumped to cellular,"Traveled abroad yesterday and noticed something strange with the automatic upload of pictures. My default setting is to only upload when connected to Wi-Fi. All was well until I connected my phone to the airport network that requires me too start the browser and accept the TOS. Only after that do I get a connection to the Internet.

What happened was that before I had a chance to accept the TOS, ownCloud started to try and upload 400 images (3-400MB in total) that I took during my visit. And of course the upload failed. But after accepting the TOS, the upload worked. And then it was time for me to board my flight and I switched off Wi-Fi and expected the upload to stop, but no, instead the upload jumped over to the cellular network and started to eat away my precious 20 MB/day quota when I__ abroad. Managed to switch off the cellular network and the uploads started to fail, after killing the app in the Android settings did the madness stop.

Android did notify me when I connected to the airport Wi-Fi that I needed to sign in/accept the TOS. Is it possible to get the ownCloud app to halt the upload until there actually is a working connection to the Internet and not just a connection to a local Wi-Fi/AP network? It should try to __ing_ the server and see if it gets a valid response back before starting the automatic upload.
#### Expected behaviour

Upload should have stopped when the Wi-Fi connection was turned off. 
#### Actual behaviour

When Wi-Fi was turned off, the ownCloud resumed the automatic upload over the cellular network instead of just stop the upload and wait for a Wi-Fi connection.
#### Environment data for Samsung Galaxy Note 2

**Android version:** 4.1.2

**Device model**: Samsung Galaxy Note II

**Stock or customized system**: Stock

**ownCloud app version**: 1.5.7
<br><br>Server runs 6.0.3
",2014/6/4 9:12,0.8941,gp:AOqpTOH2nh5wtGUcI8TabBnE7XvRwg4Jgv4tRQoAcoXk4uqTL15hzdYCQTfXw6wr609_OGNylr2WQvXSrTZROAw,"i don't know if auto upload works on mobile data because i cant get it to 
work on mobile data even if i unchecked only upload on unmetered wifi",2018/7/8 4:31,,,,,,
47170496,Remote thumbnails are not fetched after the app was just installed,"STEPS TO REPRODUCE:
1. Uninstall OC app from the test device, if installed;
2. Install OC app;
3. Log in an account in a server with thumbnails API support
4. Access to a folder containing some images

EXPECTED BEHAVIOUR: 
1. After a while, image icons are replaced with thumbnails of the images (except for TIFF images)

CURRENT BEHAVIOUR:
1. Thumbnails do not appear until the app is killed an opened again
",2014/10/29 16:29,0.9047,gp:AOqpTOETvBcSrOxAhocgCyROqQ2nU6dcWGjFl7CJvUzjNE2zCydtaggX6SiQb1kSVAkHs_cCn6awUh9nxS_QgiY,"Love the app, but for some reason thumbnails are not loading unless you 
click on the actual picture then a few thumbnails load. I may have an 
incorrect setting. Can you help?",2018/7/1 12:40,,,,,,
11666184,Upload failed: could not be copied to owncloud local directory,"I cannot upload files.
It may be because my phone's internal memory does not have so much space left. But 14MB should be enough for a photo. 
My SD card has lots of space.
",2013/3/5 13:11,0.904,gp:AOqpTOG1Eb8Av6UWOnQ2XiPVVEew3QS5lhPF_gj92f5zxH6Url4ugBhb6xy_08x6nXbfuwSiZX_YzUATLOrk1no,"Does not work with owncloud anymore. Now I need to use 2 clients. thats 
annoying",2018/6/26 11:43,,,,,,
17877695,Feature Request: flickr style thumbnail view of images,"It would be great if there could be a choice of various ""views"" for images/image folders.

A flickr style view for example, showing thumbnails of images.
",2013/8/9 18:18,0.8952,gp:AOqpTOFTP3PKFb2x65UbQuDmIlVMwaw4DsjuiJKclufU9H4JQrHpH4GnvT-av6mhBVoGI-7lCejRxVM87OvBSZI,Images getting cropped on the right side when previewing. Edit: Sent email with screenshots.,2018/4/10 16:35,,,,,,
